Author,Year,Title,Journal,Volume,Issue,StartPage,Affiliation,Keywords,NumCitations,Fraudulent,Field,Rank,hIndex_Total,hIndex_Year,Degree_Total,Degree_Year,,
"Gable, S.L.",2004,What do you do when things go right? The intrapersonal and interpersonal benefits of sharing positive events.|What Makes Experiences Satisfying? The Interaction of Approach-Avoidance Motivations and Emotions in Well-Being.,Journal of Personality and Social Psychology,87|86,2|3,228|496,University of California|University of California,"positive event communication, capitalization, interpersonal consequences, positive event coping, partners, marital satisfaction, close relationships, positive emotions, daily events, social bonds|satisfaction ratings, satisfaction judgments, emotional experiences, negative affect, positive affect, motivation, well being",292|54,,|,|,3,2,8,5,,
"Impett, E.A.",2004,What do you do when things go right? The intrapersonal and interpersonal benefits of sharing positive events.,Journal of Personality and Social Psychology,87,2,228,University of California,"positive event communication, capitalization, interpersonal consequences, positive event coping, partners, marital satisfaction, close relationships, positive emotions, daily events, social bonds",292,,,,1,1,3,3,,
"Reis, H.T.",2004,What do you do when things go right? The intrapersonal and interpersonal benefits of sharing positive events.,Journal of Personality and Social Psychology,87,2,228,University of Rochester,"positive event communication, capitalization, interpersonal consequences, positive event coping, partners, marital satisfaction, close relationships, positive emotions, daily events, social bonds",292,,,,4,1,11,3,,
"Castro, V.S.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,University of Costa Rica,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Christ, O.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,Philipps University Marburg,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Jackson, J.S.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,University of Michigan,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Pettigrew, T.F.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,University of California,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Petzel, T.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,University of Luneburg,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Van Dick, R.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,Aston University,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Wagner, U.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,Philipps University Marburg,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Wolf, C.",2004,Role of perceived importance in intergroup contact.,Journal of Personality and Social Psychology,87,2,211,University of Bielefeld,"perceived importance, intergroup contact, prejudice reduction, intergroup acquaintances, friends, intergroup evaluations, measurement, meaning, meta-analysis",64,,,,1,1,7,7,,
"Goldenberg, J.L.",2004,A function of form: Terror management and structuring the social world.,Journal of Personality and Social Psychology,87,2,190,University of California,"terror management, social information structuring, death-related anxiety management, mortality salience, representative information, inconsistent behavior, personal need for structure, causal order",151,,,,2,1,13,6,,
"Greenberg, J.",2004,A function of form: Terror management and structuring the social world.,Journal of Personality and Social Psychology,87,2,190,University of Arizona,"terror management, social information structuring, death-related anxiety management, mortality salience, representative information, inconsistent behavior, personal need for structure, causal order",151,,,,5,1,40,6,,
"Johns, M.",2004,A function of form: Terror management and structuring the social world.,Journal of Personality and Social Psychology,87,2,190,University of Arizona,"terror management, social information structuring, death-related anxiety management, mortality salience, representative information, inconsistent behavior, personal need for structure, causal order",151,,,,2,1,7,6,,
"Landau, M.J.",2004,A function of form: Terror management and structuring the social world.,Journal of Personality and Social Psychology,87,2,190,University of Arizona,"terror management, social information structuring, death-related anxiety management, mortality salience, representative information, inconsistent behavior, personal need for structure, causal order",151,,,,1,1,6,6,,
"Martens, A.",2004,A function of form: Terror management and structuring the social world.,Journal of Personality and Social Psychology,87,2,190,University of Arizona,"terror management, social information structuring, death-related anxiety management, mortality salience, representative information, inconsistent behavior, personal need for structure, causal order",151,,,,1,1,6,6,,
"Pyszczynski, T.",2004,A function of form: Terror management and structuring the social world.,Journal of Personality and Social Psychology,87,2,190,University of Colorado,"terror management, social information structuring, death-related anxiety management, mortality salience, representative information, inconsistent behavior, personal need for structure, causal order",151,,,,6,1,49,6,,
"Solomon, S.",2004,A function of form: Terror management and structuring the social world.,Journal of Personality and Social Psychology,87,2,190,Skidmore College,"terror management, social information structuring, death-related anxiety management, mortality salience, representative information, inconsistent behavior, personal need for structure, causal order",151,,,,3,1,21,6,,
"Forster, J.",2004,Temporal construal effects on abstract and concrete thinking: Consequences for insight and creative cognition.|Stereotype threat and performance: How self-stereotypes influence processing by inducing regulatory foci.,Journal of Personality and Social Psychology,87|87,2|1,177|38,International University Bremen|International University Bremen,"concrete thinking, distant time, future time, mental representation levels, time construal, abstract thinking, insight, mental representations,creative cognition, temporal distance, problem solving|self-stereotypes, task solution strategies, stereotype-threat effects, negative stereotype, positive stereotype, recall, avoidance, approach related statements, group performance, expectation",130|140,,|,|,7,2,14,3,,
"Friedman, R.S.",2004,Temporal construal effects on abstract and concrete thinking: Consequences for insight and creative cognition.,Journal of Personality and Social Psychology,87,2,177,"University of Missouri, Columbia","concrete thinking, distant time, future time, mental representation levels, time construal, abstract thinking, insight, mental representations,creative cognition, temporal distance, problem solving",130,,,,4,1,9,2,,
"Liberman, N.",2004,Temporal construal effects on abstract and concrete thinking: Consequences for insight and creative cognition.|The pros and cons of temporally near and distant action.,Journal of Personality and Social Psychology,87|86,2|6,177|781,Tel Aviv University|Tel Aviv University,"concrete thinking, distant time, future time, mental representation levels, time construal, abstract thinking, insight, mental representations,creative cognition, temporal distance, problem solving|temporal construal processess, pros, cons, temporal distance, future, decisions",130|78,,|,|,8,2,21,5,,
"Fairchild, K.",2004,Reactions to counterstereotypic behavior: The role of backlash in cultural stereotype maintenance.,Journal of Personality and Social Psychology,87,2,157,Rutgers University,"counterstereotypical behavior, social economic sanctions, backlash, rewards, sabotaged deviants, cultural stereotypes, stereotypemaintenance, undermining deviants, self-esteem, gender deviants",171,,,,1,1,1,1,,
